Datum;Volume;Open;Hoog;Laag;Slot
18-1-2006;Null;432,62;436,35;431,74;434,21
17-1-2006;Null;439,57;439,8;437,92;Null
16-1-2006;Null;441,03;442,97;439,55;441,99
13-1-2006;Null;445,51;445,69;440,23;441,37
12-1-2006;Null;446,95;447,69;445,42;447,4
11-1-2006;Null;445,76;447,47;445,08;446,31
10-1-2006;Null;447,7;447,7;443,72;Null
9-1-2006;Null;447,47;448,61;447,03;447,88
6-1-2006;Null;443,37;446,11;442,98;446,11
5-1-2006;Null;444,99;445,12;442,39;443,13
4-1-2006;Null;445,64;446,72;443,18;445
3-1-2006;Null;441,37;445,79;439,94;441,93
2-1-2006;Null;437,56;440,65;437,56;440,52
30-12-2005;Null;440,3;440,45;436,45;436,78
29-12-2005;Null;440,09;441,26;439,96;440,87
28-12-2005;Null;439,06;440,74;438,72;439,1
27-12-2005;Null;439,72;441,11;439,49;440,32
23-12-2005;Null;438,99;440,29;438,44;439,16
22-12-2005;Null;438,06;439,26;437,9;438,45
21-12-2005;Null;435,94;439,41;435,86;438,99
20-12-2005;Null;434,23;435,61;433,27;435,46
19-12-2005;Null;435,39;436,97;434,72;Null
16-12-2005;Null;432,49;436,73;432,49;436,17
15-12-2005;Null;432,31;432,94;430,99;432,08
14-12-2005;Null;433,66;434,55;430,23;430,95
13-12-2005;Null;432,85;434,13;432,38;433,17
12-12-2005;Null;432,86;434,49;431,87;432,8
9-12-2005;Null;431,4;433,3;430,03;431,13
8-12-2005;Null;429,68;432,23;428,84;432,23
7-12-2005;Null;433,16;436,38;430,95;431,52
6-12-2005;Null;429,41;433,58;428,95;432,67
5-12-2005;Null;429,85;430,78;427,82;428,85
2-12-2005;Null;427,99;430,09;426,41;429,48
1-12-2005;Null;419,72;426,5;419,72;426,17
30-11-2005;Null;419,85;420,63;418,45;418,79
29-11-2005;Null;417,46;421,56;416,17;420,33
28-11-2005;Null;419,68;422,06;417,23;417,63
25-11-2005;Null;418,06;418,86;417,42;418,3
24-11-2005;Null;419,52;420,11;416,33;417,84
23-11-2005;Null;419,85;420,08;417,88;419,79
22-11-2005;Null;418,04;418,7;416,93;418,52
21-11-2005;Null;417,48;418,52;415,99;417,55
18-11-2005;Null;415,73;417,66;415,32;416,24
17-11-2005;Null;411,85;414,64;411,85;413,24
16-11-2005;Null;411,9;412,5;409,49;410,77
15-11-2005;Null;411,98;413,64;411,14;412,61
14-11-2005;Null;410,09;413,94;409,73;412,03
11-11-2005;Null;409,52;411,06;408,38;410,82
10-11-2005;Null;406,3;407,58;405,4;406,3
9-11-2005;Null;403,44;404,71;401,94;403,89
8-11-2005;Null;401,68;403,62;401,45;402,8
7-11-2005;Null;399,14;402,14;398,5;401,14
4-11-2005;Null;399,64;400,7;398,7;399,53
3-11-2005;Null;397,53;400,34;396,53;399,91
2-11-2005;Null;394,03;397,12;393,45;397,12
1-11-2005;Null;394,28;396,17;393,28;394,62
31-10-2005;Null;390,52;394,41;390,25;394,16
28-10-2005;Null;384,8;387,08;383,31;Null
27-10-2005;Null;388,9;389,88;385,46;386,09
26-10-2005;Null;388,85;391,2;388,73;390,71
25-10-2005;Null;391,41;391,56;387,79;388,68
24-10-2005;Null;386,66;389,93;386,3;389,73
21-10-2005;Null;386,36;389,54;384,86;386,08
20-10-2005;Null;392,56;392,6;388,32;389,06
19-10-2005;Null;390,93;391,47;387,06;387,06
18-10-2005;Null;395,95;395,95;393,3;393,92
17-10-2005;Null;395,93;396,45;393,68;394,31
14-10-2005;Null;392,14;395,01;391,04;394,31
13-10-2005;Null;392,71;393,98;389,77;391,37
12-10-2005;Null;396,43;396,43;393,58;393,7
11-10-2005;Null;398,43;400,19;397,43;397,9
10-10-2005;Null;399,89;400,63;397,9;398,27
7-10-2005;Null;398,23;400,59;397,59;398,66
6-10-2005;Null;401,35;401,43;398,42;399,89
5-10-2005;Null;405,69;407,37;404,96;404,96
4-10-2005;Null;407,65;408,9;405,85;408,66
3-10-2005;Null;405,41;407,84;404,35;407,84
30-9-2005;Null;403,44;404,09;402,19;402,99
29-9-2005;Null;402,34;402,42;399,74;400,41
28-9-2005;Null;399,61;402,13;399,61;401,99
27-9-2005;Null;399,29;400,16;397,41;398,13
26-9-2005;Null;396,69;399,69;396,69;399,37
23-9-2005;Null;393,93;394,61;393,23;394,33
22-9-2005;Null;395,55;395,55;392,53;393,61
21-9-2005;Null;398,9;400,17;396,48;396,48
20-9-2005;Null;400,01;401,85;400,01;401,41
19-9-2005;Null;399,16;400,6;396,49;399,16
16-9-2005;Null;394,67;399,14;394,67;398,1
15-9-2005;Null;393,86;396,02;393,06;394,92
14-9-2005;Null;393,33;394,58;393,21;393,9
13-9-2005;Null;395,83;396,09;393,07;393,3
12-9-2005;Null;396,63;397,12;395,23;395,7
9-9-2005;Null;394,53;396,11;394,17;394,91
8-9-2005;Null;394,62;395,1;393,11;393,92
7-9-2005;Null;394,71;395,73;393,52;394,3
6-9-2005;Null;391,55;394,72;391,55;394,15
5-9-2005;Null;388,97;391,46;388,95;391,46
2-9-2005;Null;390,35;391,2;388,06;389,31
1-9-2005;Null;390,7;391,89;389,36;389,88
31-8-2005;Null;386,22;390,19;386,04;389,6
30-8-2005;Null;387,11;388,12;385,89;386,08
29-8-2005;Null;382,57;385,74;382,16;385,65
26-8-2005;Null;386,65;388,46;384,88;385,15
25-8-2005;Null;388,07;388,07;385,96;386,93
24-8-2005;Null;390,75;390,83;387,44;389,86
23-8-2005;Null;393,63;393,63;391,62;391,73
22-8-2005;Null;394,88;395,77;393,87;394,67
19-8-2005;Null;391,35;393,99;390,87;393,97
18-8-2005;Null;393,22;393,86;390,36;391,38
17-8-2005;Null;393,33;394,18;391,5;393,53
16-8-2005;Null;396,93;397,29;393,61;394,64
15-8-2005;Null;395,37;396,8;394,92;395,66
12-8-2005;Null;399,85;399,9;395,81;396,06
11-8-2005;Null;399,71;401,63;398,58;400,15
10-8-2005;Null;396,65;401,77;396,65;401,57
9-8-2005;Null;391,93;395,92;391,78;395,88
8-8-2005;Null;392,15;392,79;390,7;391,43
5-8-2005;Null;393,12;394;391,31;391,31
4-8-2005;Null;397,32;397,38;394,17;394,68
3-8-2005;Null;396,86;397,99;395,85;396,92
2-8-2005;Null;396,51;397,99;396,18;397,98
1-8-2005;Null;396,21;397,31;395,45;396,96
29-7-2005;Null;395,86;397,53;394,86;395,77
28-7-2005;Null;395,49;396,4;394,21;394,97
27-7-2005;Null;396,35;397,01;394,63;395,1
26-7-2005;Null;393,89;396,49;393,21;395,55
25-7-2005;Null;395,98;396,02;393,78;394,54
22-7-2005;Null;395,43;396,74;393,32;394,3
21-7-2005;Null;397,28;399,02;393,96;395,93
20-7-2005;Null;396,89;398,4;393,91;395,58
19-7-2005;Null;393,46;397,93;393,44;396,96
18-7-2005;Null;392,68;395,23;392,21;392,88
15-7-2005;Null;393,42;394,75;392,53;393,68
14-7-2005;Null;392,52;395,33;392,43;393,72
13-7-2005;Null;389,76;391,91;389,7;391,91
12-7-2005;Null;390,66;391;388,1;389,35
11-7-2005;Null;389,93;391,64;389,73;390,93
8-7-2005;Null;387,58;388,66;386,46;388,6
7-7-2005;Null;389,19;389,27;375,16;383,8
6-7-2005;Null;390,51;391,44;389,44;390,33
5-7-2005;Null;389,75;390,17;386,68;389,11
4-7-2005;Null;388,09;390;387,55;389,84
1-7-2005;Null;382,85;388,26;382,72;388,26
30-6-2005;Null;383,09;385,44;382,48;383,83
29-6-2005;Null;382,91;384,55;381,69;383,34
28-6-2005;Null;377,91;381,84;377,77;381,84
27-6-2005;Null;378,16;378,2;375,77;377,27
24-6-2005;Null;379,77;380,77;379,27;379,97
23-6-2005;Null;383,16;383,97;381,5;383,2
22-6-2005;Null;381,49;384,18;381;382,36
21-6-2005;Null;380,08;381,59;379,74;381,39
20-6-2005;Null;380,22;380,3;377,29;379,05
17-6-2005;Null;379,47;382,31;378,93;380,27
16-6-2005;Null;377,57;379,83;377,57;378,95
15-6-2005;Null;377,95;378,95;375,2;375,82
14-6-2005;Null;376,71;377,69;376,02;377,69
13-6-2005;Null;375,68;377,58;375,22;377,45
10-6-2005;Null;374,57;377,13;374,57;376,09
9-6-2005;Null;372,27;373,38;370,98;373,35
8-6-2005;Null;371,96;373,29;371,42;372,8
7-6-2005;Null;369,92;373;369,84;372,46
6-6-2005;Null;371,24;371,7;368,06;368,77
3-6-2005;Null;372,61;373,39;370,49;371,52
2-6-2005;Null;371,18;372,6;370,66;372,4
1-6-2005;Null;365,78;371,52;365,52;371,52
31-5-2005;Null;368,56;368,56;364,68;364,68
30-5-2005;Null;367,06;368,46;365,89;368,42
27-5-2005;Null;367,74;368,39;366,06;366,94
26-5-2005;Null;366,42;369,67;366,27;368,26
25-5-2005;Null;365,05;366,47;364,45;366,04
24-5-2005;Null;365,96;366,26;363,77;365,1
23-5-2005;Null;365,23;366,07;364,38;366,07
20-5-2005;Null;363,34;365,21;362,48;363,88
19-5-2005;Null;361,56;363,57;361,54;363,21
18-5-2005;Null;357,15;360,99;356,87;360,99
17-5-2005;Null;356,08;356,1;354,39;355,35
16-5-2005;Null;355,12;355,58;353,94;354,84
13-5-2005;Null;354,15;355,51;353,35;355,51
12-5-2005;Null;353,89;355,57;353,89;354,92
11-5-2005;Null;353,6;355,11;352,43;352,78
10-5-2005;Null;356,66;357,37;353,42;354,04
9-5-2005;Null;356,71;356,74;354,95;355,93
6-5-2005;Null;356,52;357,02;353,92;356,65
5-5-2005;Null;352,7;355,41;352,44;354,78
4-5-2005;Null;349,78;351,2;348,51;351,18
3-5-2005;Null;349,57;349,88;347,8;349,08
2-5-2005;Null;348,7;351,09;348,37;348,37
29-4-2005;Null;346,01;349,7;345,92;348,2
28-4-2005;Null;350,92;351,27;345,55;346,95
27-4-2005;Null;355,73;355,73;349,37;350,53
26-4-2005;Null;357,28;357,54;355,09;Null
25-4-2005;Null;355,33;357,47;354,23;357,1
22-4-2005;Null;356,68;357,08;355,13;356,18
21-4-2005;Null;352,07;355,16;352,04;353,26
20-4-2005;Null;358,1;358,54;353,51;353,89
19-4-2005;Null;357,41;357,97;355,76;356,65
18-4-2005;Null;356,93;358,6;355,39;355,88
15-4-2005;Null;365,81;366,56;364,25;364,26
14-4-2005;Null;368,63;370,11;368,24;368,9
13-4-2005;Null;371,14;372,43;370,44;370,68
12-4-2005;Null;372,8;372,86;369,27;370,31
11-4-2005;Null;372,2;373,37;371,86;372,33
8-4-2005;Null;373,71;374,26;373,05;373,61
7-4-2005;Null;370,61;373,22;370,61;372,79
6-4-2005;Null;369,61;371,17;369,61;371,17
5-4-2005;Null;368,71;369,38;368,03;369,07
4-4-2005;Null;368,65;368,65;365,22;366,91
1-4-2005;Null;370,09;371,44;368,2;368,2
31-3-2005;Null;371,37;371,48;369,43;369,56
30-3-2005;Null;368,34;369,91;368,15;Null
29-3-2005;Null;370,09;371,68;368,87;371,47
24-3-2005;Null;369,21;372,45;368,84;371,62
23-3-2005;Null;366,77;369,13;366,59;369,06
22-3-2005;Null;369,92;370,11;367,2;369,67
21-3-2005;Null;369,59;370,99;368,95;369,06
18-3-2005;Null;368,79;370,63;366,5;369,84
17-3-2005;Null;368,19;369,19;367,37;368,36
16-3-2005;Null;373,16;373,19;368,23;368,37
15-3-2005;Null;372,7;374,03;372,62;373,88
14-3-2005;Null;371,47;372,55;370,84;372,16
11-3-2005;Null;374,24;374,58;372,01;372,15
10-3-2005;Null;373,52;374,44;372,6;372,6
9-3-2005;Null;377,82;379,07;375,59;376,32
8-3-2005;Null;378,87;379,03;377,03;377,68
7-3-2005;Null;379,16;380,19;378,89;379,76
4-3-2005;Null;376,91;378,65;376,08;378,65
3-3-2005;Null;374,52;376,9;374,49;376,16
2-3-2005;Null;375,88;376,27;374,24;376,27
1-3-2005;Null;373,51;376,19;373,45;375,71
28-2-2005;Null;375,75;377,02;374,37;374,37
25-2-2005;Null;372,4;374,65;372,4;374,56
24-2-2005;Null;370,87;371,2;369,91;370,29
23-2-2005;Null;369,58;371,08;368,67;370,68
22-2-2005;Null;373,71;374,43;370,41;373,13
21-2-2005;Null;375,95;376,14;373,9;374,99
18-2-2005;Null;373,43;375,84;373,37;375,47
17-2-2005;Null;373,11;375,33;372,91;373,98
16-2-2005;Null;373,65;373,65;370,91;372,52
15-2-2005;Null;371,74;374,34;371,61;373,81
14-2-2005;Null;370,99;371,93;370,72;371,8
11-2-2005;Null;368,79;371,05;368,15;371,05
10-2-2005;Null;368,13;368,93;367,06;367,48
9-2-2005;Null;368,93;369,94;367,52;368,36
8-2-2005;Null;368,76;369,29;367,67;369,1
7-2-2005;Null;369,09;369,59;367,83;369,13
4-2-2005;Null;364,37;367,68;364,37;367,32
3-2-2005;Null;364,27;365,48;363,53;364,83
2-2-2005;Null;365,15;365,92;364,24;365,46
1-2-2005;Null;360,72;364,41;360,08;364,41
31-1-2005;Null;358,37;360,42;358,37;360,42
28-1-2005;Null;358,85;359,48;356,57;357,02
27-1-2005;Null;357,98;358,57;356,62;358,57
26-1-2005;Null;357,02;357,51;356,13;356,51
25-1-2005;Null;352,88;356,51;352,84;356,36
24-1-2005;Null;352,23;353,76;351,42;353,56
21-1-2005;Null;352,41;353,99;351,99;353,55
20-1-2005;Null;352,27;353,2;351,2;352,75
19-1-2005;Null;354,38;355,89;353,67;353,94
18-1-2005;Null;354,66;354,7;352,52;354,22
17-1-2005;Null;353,32;354,57;353,32;354,24
14-1-2005;Null;349,62;352,97;349,45;352,73
13-1-2005;Null;352,06;352,53;349,76;Null
12-1-2005;Null;352,52;353,14;349,03;350,1
11-1-2005;Null;354,9;355,6;351,66;352,38
10-1-2005;Null;354,38;355,39;353,39;355,13
7-1-2005;Null;352,92;355,05;352,23;354,46
6-1-2005;Null;350,25;353,64;350,17;353,6
5-1-2005;Null;350,35;352,01;349,96;350,16
4-1-2005;Null;350,71;353,72;350,66;352,68
3-1-2005;Null;348,22;351,91;347,7;351,91
31-12-2004;Null;347,3;348,08;346,98;348,08
30-12-2004;Null;347,25;347,92;347,11;347,27
29-12-2004;Null;348,49;348,65;346,42;347,32
28-12-2004;Null;347,63;348,41;346,9;348,41
27-12-2004;Null;347,53;348,86;347,53;347,81
24-12-2004;Null;348,4;348,4;347,21;348,07
23-12-2004;Null;346,7;348,7;346,44;348,33
22-12-2004;Null;345,85;347;345,19;346,81
21-12-2004;Null;343,61;344,46;343,07;344
20-12-2004;Null;343,24;345,58;343,24;343,42
17-12-2004;Null;346,66;346,79;342,55;343,49
16-12-2004;Null;345,18;346,51;345,18;346,43
15-12-2004;Null;346,03;346,21;344,44;344,51
14-12-2004;Null;346,3;346,67;344,95;346,17
13-12-2004;Null;342,67;345,37;342,58;345,31
10-12-2004;Null;341,26;342,26;340,51;341,8
9-12-2004;Null;342,59;343,16;339,18;340,13
8-12-2004;Null;341,28;343,78;340,79;343,31
7-12-2004;Null;342,35;344,69;341,96;343,37
6-12-2004;Null;342,12;342,55;340,66;342,23
3-12-2004;Null;345,82;345,97;342,29;343,48
2-12-2004;Null;343,13;345,18;342,13;344,45
1-12-2004;Null;337,01;342,75;336,28;342,75
30-11-2004;Null;339,98;340,43;336,63;337,15
29-11-2004;Null;340,25;343,03;339,6;339,6
26-11-2004;Null;339,13;340,37;338,15;340,2
25-11-2004;Null;337,98;340,45;337,87;340,21
24-11-2004;Null;338,92;339,01;336,59;337,27
23-11-2004;Null;339,39;339,77;336,67;Null
22-11-2004;Null;337,73;337,73;335,28;337,45
19-11-2004;Null;341,75;343,29;338,99;339,44
18-11-2004;Null;341,18;342,14;340,45;Null
17-11-2004;Null;339,82;342,22;338,58;342,22
16-11-2004;Null;342,74;343;338,8;Null
15-11-2004;Null;344,8;345,9;342,22;342,48
12-11-2004;Null;343,75;344,38;342,95;343,61
11-11-2004;Null;338,76;342,37;337,36;342,37
10-11-2004;Null;337,33;338,99;337,33;338,43
9-11-2004;Null;337,34;337,93;336,03;336,58
8-11-2004;Null;336,86;337,46;335,69;337
5-11-2004;Null;336,55;338,78;335,53;336,36
4-11-2004;Null;335,51;335,51;331,98;333,56
3-11-2004;Null;336,4;337,11;334,9;335,57
2-11-2004;Null;331,9;334,28;331,06;334,28
1-11-2004;Null;328,95;332,2;328,95;331,16
29-10-2004;Null;329,78;332,32;329,55;330,48
28-10-2004;Null;329,8;331,49;329,45;330,62
27-10-2004;Null;325,15;327,72;323,64;327,72
26-10-2004;Null;322,91;323,49;321,48;323,12
25-10-2004;Null;322,59;322,64;320,37;322,03
22-10-2004;Null;326,82;329,01;325,78;327,03
21-10-2004;Null;326,34;327,17;322,99;326,65
20-10-2004;Null;326,62;327,39;324,06;325,51
19-10-2004;Null;329,43;331,59;329,43;330,15
18-10-2004;Null;328,69;328,85;325,97;326,65
15-10-2004;Null;325,89;328,16;325,62;327,94
14-10-2004;Null;329,13;330,21;328,06;328,73
13-10-2004;Null;331,33;333,27;330,86;331,53
12-10-2004;Null;334,07;334,07;328,05;329,97
11-10-2004;Null;334,52;334,74;332,51;334,43
8-10-2004;Null;336,12;338,67;334,01;334,91
7-10-2004;Null;338,34;339,35;336,98;337,68
6-10-2004;Null;336,14;337,51;335,06;336,95
5-10-2004;Null;335,1;338,26;334,06;336,1
4-10-2004;Null;332,55;335,79;332,55;335,19
1-10-2004;Null;324,58;330,87;324,58;330,87
30-9-2004;Null;327,12;327,83;323,64;323,94
29-9-2004;Null;324,16;326,76;324,16;325,3
28-9-2004;Null;322,59;325,07;321,86;324,26
27-9-2004;Null;325,19;325,21;322,54;323,47
24-9-2004;Null;326,22;326,77;324,01;325,91
23-9-2004;Null;328,03;328,8;325,02;Null
22-9-2004;Null;333,89;334,57;329,1;Null
21-9-2004;Null;332,12;334,36;331,74;Null
20-9-2004;Null;333,05;333,23;329,93;Null
17-9-2004;Null;331,66;335,87;330,75;Null
16-9-2004;Null;331,89;332,88;330,66;Null
15-9-2004;Null;333,2;334,86;331,34;Null
14-9-2004;Null;333,86;333,86;332,41;Null
13-9-2004;Null;330,61;334,19;330,61;Null
10-9-2004;Null;328,61;330,43;328,42;Null
9-9-2004;Null;329,9;329,94;326,81;Null
8-9-2004;Null;332,05;332,69;330,72;Null
7-9-2004;Null;330,43;332,15;329,82;Null
6-9-2004;Null;329,14;330,98;329,13;Null
3-9-2004;Null;326,03;329,59;325,66;Null
2-9-2004;Null;325,41;327,04;324,09;Null
1-9-2004;Null;324,84;326,42;324,32;Null
31-8-2004;Null;324,45;325;322,95;Null
30-8-2004;Null;326,41;326,62;324,99;Null
27-8-2004;Null;324,82;326,89;324,11;Null
26-8-2004;Null;324,34;324,87;322,99;Null
25-8-2004;Null;322,54;323,62;320,33;Null
24-8-2004;Null;321,33;323,23;320,81;Null
23-8-2004;Null;319,3;321,72;317,81;Null
20-8-2004;Null;316,7;316,96;314,86;Null
19-8-2004;Null;318,84;319,42;316,26;Null
18-8-2004;Null;315,86;316,97;313,61;Null
17-8-2004;Null;314,24;317,38;313,01;Null
16-8-2004;Null;309,21;314,37;307,31;Null
13-8-2004;Null;309,7;312,07;308,12;Null
12-8-2004;Null;314,37;315,12;310,03;Null
11-8-2004;Null;317,08;317,21;310,59;Null
10-8-2004;Null;312,83;316,44;312,39;Null
9-8-2004;Null;316,02;316,53;311,1;Null
6-8-2004;Null;321,89;321,95;315,74;Null
5-8-2004;Null;326,37;327,62;325,66;Null
4-8-2004;Null;325,17;325,17;322,06;Null
3-8-2004;Null;326,63;327,72;326,02;Null
2-8-2004;Null;328,64;328,64;325,44;Null
30-7-2004;Null;330,79;330,79;327,04;Null
29-7-2004;Null;324,87;330,75;324,87;Null
28-7-2004;Null;325,45;326,98;322,81;Null
27-7-2004;Null;321,52;324,72;321,31;Null
26-7-2004;Null;324,02;326,52;320,72;Null
23-7-2004;Null;326,8;326,99;324,08;Null
22-7-2004;Null;327,55;327,89;324,74;Null
21-7-2004;Null;330,34;333,22;330,34;Null
20-7-2004;Null;326,11;328,14;323,51;Null
19-7-2004;Null;329,41;329,41;326,36;Null
16-7-2004;Null;328,76;331,44;328,61;Null
15-7-2004;Null;331,78;332,34;328,18;Null
14-7-2004;Null;332,25;333,21;329,32;Null
13-7-2004;Null;335,61;335,61;333,62;Null
12-7-2004;Null;335,76;337,1;333,42;Null
9-7-2004;Null;333,76;336,24;333,08;Null
8-7-2004;Null;333,9;335,82;332,37;Null
7-7-2004;Null;336,44;336,89;334,4;Null
6-7-2004;Null;340,69;340,69;334,94;Null
5-7-2004;Null;341,09;341,84;339,26;Null
2-7-2004;Null;344,05;344,75;340,76;Null
1-7-2004;Null;346,8;348,73;343,79;Null
30-6-2004;Null;347,04;347,67;345,13;Null
29-6-2004;Null;344,9;346,36;344,58;Null
28-6-2004;Null;342,66;348,07;342,51;Null
25-6-2004;Null;342,42;344,05;342,1;Null
24-6-2004;Null;343,4;344,76;342,38;Null
23-6-2004;Null;341,21;342,15;339,98;Null
22-6-2004;Null;342,59;343,43;338,86;Null
21-6-2004;Null;344,78;345,16;342,79;Null
18-6-2004;Null;341,15;343,69;340,88;Null
17-6-2004;Null;341,83;343,94;341,5;Null
16-6-2004;Null;340,42;342,68;340,1;Null
15-6-2004;Null;336,7;340,23;336,21;Null
14-6-2004;Null;340,31;340,45;335,53;Null
11-6-2004;Null;341,93;342,17;340,09;Null
10-6-2004;Null;341,72;342,67;340,71;Null
9-6-2004;Null;343,18;344,36;341,49;Null
8-6-2004;Null;344,26;344,26;341,22;Null
7-6-2004;Null;341,62;343,28;341,26;Null
4-6-2004;Null;337,04;339,46;336,55;Null
3-6-2004;Null;334,3;336,57;333,3;Null
2-6-2004;Null;334,29;336,78;333,24;Null
1-6-2004;Null;337,86;337,89;331,88;Null
31-5-2004;Null;336,5;337,34;336,05;Null
28-5-2004;Null;338,07;339,35;335,62;Null
27-5-2004;Null;335,5;339,46;335,5;Null
26-5-2004;Null;336,63;336,93;333,57;Null
25-5-2004;Null;332,13;332,63;329,72;Null
24-5-2004;Null;330,94;336,42;330,94;Null
21-5-2004;Null;331,64;332,75;328,47;Null
20-5-2004;Null;330,12;330,98;328,61;Null
19-5-2004;Null;329,42;333,79;329,26;Null
18-5-2004;Null;324,18;327,1;323,83;Null
17-5-2004;Null;322,75;323,48;319,11;Null
14-5-2004;Null;328,63;330,22;325,49;Null
13-5-2004;Null;328,44;330,87;327,14;Null
12-5-2004;Null;333,28;333,28;325,36;Null
11-5-2004;Null;331,42;333,79;331,06;Null
10-5-2004;Null;331,92;332,92;328,43;Null
7-5-2004;Null;338,59;339,34;333,64;Null
6-5-2004;Null;345,4;345,51;338,14;Null
5-5-2004;Null;342,31;346,33;341,82;Null
4-5-2004;Null;343,71;344,14;340,67;Null
3-5-2004;Null;338,56;343,82;338,42;Null
30-4-2004;Null;340,88;343,36;340,8;Null
29-4-2004;Null;346,13;347,37;341,82;Null
28-4-2004;Null;352,05;352,31;347,24;347,92
27-4-2004;Null;353,99;355,25;352,69;Null
26-4-2004;Null;354,57;357,73;354,53;Null
23-4-2004;Null;357,64;358,49;356,21;Null
22-4-2004;Null;354,92;355,38;351,66;Null
21-4-2004;Null;352,86;355,16;352,16;Null
20-4-2004;Null;354,78;357,76;354,09;Null
19-4-2004;Null;352,04;353,39;350,02;Null
16-4-2004;Null;349,69;353,39;349,69;Null
15-4-2004;Null;349,08;351,92;347,99;Null
14-4-2004;Null;350,8;351,23;345,95;Null
13-4-2004;Null;353,28;354,93;352,25;Null
8-4-2004;Null;352,02;353,74;350,39;Null
7-4-2004;Null;350,26;352,52;349,27;Null
6-4-2004;Null;353,84;353,84;349,44;Null
5-4-2004;Null;352,1;353,92;349,81;Null
2-4-2004;Null;343,08;350,94;342,72;Null
1-4-2004;Null;340,79;343,51;338,37;Null
31-3-2004;Null;340,81;342,64;337,85;Null
30-3-2004;Null;341,21;341,21;336,83;Null
29-3-2004;Null;336,63;341,21;335,54;Null
26-3-2004;Null;337,02;337,44;333,39;Null
25-3-2004;Null;329,01;334,53;328,84;Null
24-3-2004;Null;329,96;331,84;323,37;Null
23-3-2004;Null;327,44;332,01;327,44;Null
22-3-2004;Null;332,6;332,6;325,73;Null
19-3-2004;Null;339,69;339,69;333,15;Null
18-3-2004;Null;345,81;345,83;336,32;Null
17-3-2004;Null;339,85;345,18;339,85;Null
16-3-2004;Null;336,29;339,02;332,96;Null
15-3-2004;Null;346,49;346,49;336,9;Null
12-3-2004;Null;340;346,21;338,99;Null
11-3-2004;Null;350,19;350,68;343,29;Null
10-3-2004;Null;353,61;355,11;352,95;Null
9-3-2004;Null;358,25;358,62;354,57;Null
8-3-2004;Null;361,13;361,5;359,77;Null
5-3-2004;Null;361,8;362,67;357,66;Null
4-3-2004;Null;360,9;361,59;358,99;Null
3-3-2004;Null;361,34;362,18;359,07;Null
2-3-2004;Null;360,35;362,23;358,94;Null
1-3-2004;Null;357,74;359,36;356,03;Null
27-2-2004;Null;358,34;360,18;356,59;Null
26-2-2004;Null;357,4;357,78;354,78;Null
25-2-2004;Null;354,92;356,16;352,54;Null
24-2-2004;Null;358,42;359,53;352,68;Null
23-2-2004;Null;363,05;364,46;359,93;Null
20-2-2004;Null;363,59;365,48;361,1;Null
19-2-2004;Null;361,91;365,93;361,18;Null
18-2-2004;Null;363,2;363,2;360,33;Null
17-2-2004;Null;357,91;361,65;357,91;Null
16-2-2004;Null;355,63;357,93;355,61;Null
13-2-2004;Null;358,07;359,58;354,76;Null
12-2-2004;Null;358,58;360,4;356,91;Null
11-2-2004;Null;356,26;357,99;355,71;Null
10-2-2004;Null;355,72;356,06;353,74;Null
9-2-2004;Null;352,61;355,94;352,5;Null
6-2-2004;Null;351,45;353,2;349,6;Null
5-2-2004;Null;347,93;352,15;347,88;Null
